temperature,humidity,gas,time_hours,usage
23.162,59.014,158.391,2.81,0.23882
22.954,58.995,159.601,2.83,0.2489
22.538,58.482,164.411,2.85,0.25572
22.687,58.823,168.092,2.87,0.23607
22.554,58.902,165.83,2.89,0.26511
22.536,59.439,170.758,2.91,0.25498
22.946,59.613,175.662,2.93,0.25434
22.945,59.676,170.132,2.95,0.25266
23.362,59.938,165.617,2.97,0.24944
23.054,58.987,171.602,2.99,0.25634
22.861,59.184,164.704,3.01,0.24343
23.064,59.452,171.449,3.03,0.26318
23.042,59.975,177.096,3.05,0.27114
23.505,60.539,182.231,3.07,0.25329
23.737,60.419,182.975,3.09,0.27678
24.207,61.388,180.01,3.11,0.28056
24.457,61.081,174.744,3.13,0.25051
24.734,61.06,181.541,3.15,0.274
25.212,60.883,185.653,3.17,0.26455
25.268,61.488,191.599,3.19,0.29868
24.805,61.233,185.281,3.21,0.26288
24.98,61.66,189.113,3.23,0.29692
25.219,62.261,182.798,3.25,0.26852
25.341,62.978,175.861,3.27,0.27542
25.519,62.037,174.48,3.29,0.2907
25.69,61.512,179.419,3.31,0.27336
26.044,61.11,180.684,3.33,0.27829
25.818,61.883,176.31,3.35,0.26133
25.66,62.318,180.614,3.37,0.30008
25.457,62.134,175.529,3.39,0.27826
25.954,62.536,176.862,3.41,0.27483
26.37,62.53,171.744,3.43,0.27247
25.937,61.934,164.991,3.45,0.26859
26.071,61.62,163.876,3.47,0.28881
26.323,61.702,160.86,3.49,0.28561
26.058,61.353,166.587,3.51,0.2735
26.301,61.534,168.735,3.53,0.26726
26.042,61.179,163.911,3.55,0.28526
25.825,61.302,167.999,3.57,0.28333
25.764,61.255,174.925,3.59,0.28361
26.078,62.06,178.951,3.61,0.26877
26.14,61.264,181.092,3.63,0.30149
26.153,61.13,174.593,3.65,0.29705
25.756,60.212,171.038,3.67,0.25639
25.711,60.244,168.414,3.69,0.25365
25.323,60.013,162.262,3.71,0.27283
25.03,59.617,160.78,3.73,0.25879
24.532,58.841,165.858,3.75,0.24294
24.54,58.82,163.522,3.77,0.2585
24.82,59.503,160.166,3.79,0.25336
24.563,59.462,162.732,3.81,0.24994
24.394,60.323,156.412,3.83,0.25369
24.605,59.624,150.075,3.85,0.23745
25.024,58.643,145.712,3.87,0.23246
24.635,58.883,142.095,3.89,0.24909
24.725,59.582,135.161,3.91,0.25598
24.844,58.907,138.982,3.93,0.25952
24.598,59.745,138.345,3.95,0.24754
25.083,59.468,142.729,3.97,0.24213
25.382,59.669,138.758,3.99,0.24484
25.2,58.826,132.176,4.01,0.23632
24.719,58.156,135.328,4.03,0.25025
24.957,57.791,140.788,4.05,0.25102
24.583,57.078,143.492,4.07,0.23395
24.591,58.062,136.548,4.09,0.22273
25.084,58.231,131.325,4.11,0.25706
25.464,58.303,133.03,4.13,0.23554
25.015,58.493,130.156,4.15,0.24647
25.351,57.529,131.496,4.17,0.2321
25.725,57.036,133.047,4.19,0.24829
25.621,57.391,136.208,4.21,0.25051
25.879,58.358,135.078,4.23,0.2491
25.392,58.95,135.361,4.25,0.2422
24.986,59.73,133.891,4.27,0.24975
24.635,60.653,129.389,4.29,0.22513
24.994,61.478,125.359,4.31,0.23513
25.228,62.235,123.666,4.33,0.23716
25.469,62.697,127.627,4.35,0.24354
25.074,63.505,132.745,4.37,0.25406
24.674,62.914,136.156,4.39,0.22319
25.153,62.668,139.226,4.41,0.26278
25.048,62.306,140.749,4.43,0.251
24.957,62.51,146.844,4.45,0.25034
24.654,62.264,145.361,4.47,0.23404
24.317,62.633,143.114,4.49,0.2634
24.06,61.831,146.663,4.51,0.26152
23.838,61.235,142.264,4.53,0.24268
23.807,60.754,135.896,4.55,0.23628
24.266,61.059,135.833,4.57,0.22408
24.018,60.649,139.541,4.59,0.25596
24.42,61.618,146.294,4.61,0.26623
23.992,60.894,143.556,4.63,0.24575
23.589,61.585,145.191,4.65,0.24416
23.254,61.092,140.435,4.67,0.25115
23.338,61.562,137.58,4.69,0.23035
23.243,62.082,141.393,4.71,0.22598
23.685,61.323,146.938,4.73,0.2283
23.449,62.016,142.451,4.75,0.23621
23.399,61.507,145.395,4.77,0.25556
23.774,61.185,145.827,4.79,0.23394
23.519,60.508,151.987,4.81,0.26248
23.796,60.543,151.855,4.83,0.24967
23.832,60.412,146.7,4.85,0.23
24.285,60.376,153.045,4.87,0.23874
24.339,59.792,149.589,4.89,0.23122
23.958,60.626,147.091,4.91,0.25031
23.923,60.426,147.537,4.93,0.2336
24.412,61.063,150.92,4.95,0.25015
24.065,61.904,148.699,4.97,0.22978
23.907,62.493,150.417,4.99,0.25813
24.201,61.917,156.35,5.01,0.25161
24.34,60.922,163.257,5.03,0.25113
23.902,60.838,158.064,5.05,0.23968
24.034,60.624,163.97,5.07,0.25139
24.26,60.546,166.209,5.09,0.26555
24.233,61.447,164.007,5.11,0.2469
24.411,62.139,157.571,5.13,0.25418
24.804,62.638,164.456,5.15,0.26472
24.964,62.243,170.721,5.17,0.26357
25.202,62.049,171.587,5.19,0.27973
25.211,62.863,170.457,5.21,0.27605
25.053,62.68,169.618,5.23,0.25368
24.645,63.014,171.795,5.25,0.27435
24.165,62.668,167.564,5.27,0.27311
24.525,62.161,169.914,5.29,0.25096
24.301,61.438,166.883,5.31,0.26927
24.711,60.843,167.473,5.33,0.27316
25.164,61.063,164.044,5.35,0.27028
24.984,62.016,162.64,5.37,0.27062
24.508,61.816,167.891,5.39,0.26862
24.452,62.688,172.847,5.41,0.26036
24.496,62.667,174.698,5.43,0.26243
24.24,63.493,180.632,5.45,0.28559
24.718,63.983,184.337,5.47,0.28783
24.699,63.896,180.7,5.49,0.28038
24.488,63.411,181.904,5.51,0.27062
24.207,64.043,186.952,5.53,0.26294
23.715,63.716,191.117,5.55,0.28993
23.353,64.264,185.737,5.57,0.26597
23.852,63.649,180.892,5.59,0.26669
23.971,64.515,187.624,5.61,0.25812
23.609,65.097,184.413,5.63,0.2863
23.773,64.32,189.068,5.65,0.26228
23.696,64.425,189.079,5.67,0.28223
23.849,65.409,196.071,5.69,0.28138
23.444,65.864,202.744,5.71,0.27592
23.405,65.714,196.464,5.73,0.28531
23.259,66.289,201.114,5.75,0.29377
23.175,65.932,204.597,5.77,0.29501
23.167,66.718,199.612,5.79,0.29447
22.763,66.025,200.086,5.81,0.25999
22.316,65.026,199.194,5.83,0.28502
21.85,65.331,203.718,5.85,0.26131
21.497,66.052,208.242,5.87,0.27736
21.816,65.238,206.764,5.89,0.2861
21.574,65.743,206.823,5.91,0.28523
21.539,65.478,202.891,5.93,0.26051
21.79,64.716,197.095,5.95,0.25651
21.465,65.362,195.674,5.97,0.28615
21.103,65.669,194.956,5.99,0.25962
21.478,66.621,200.176,6.01,0.25755
21.199,66.933,197.224,6.03,0.27549
21.265,67.035,201.823,6.05,0.27823
20.792,66.134,203.245,6.07,0.26752
20.552,65.971,206.856,6.09,0.28235
20.613,65.742,203.646,6.11,0.2682
20.428,65.87,206.119,6.13,0.25067
19.929,65.294,211.642,6.15,0.27496
19.601,66.075,211.221,6.17,0.26593
20.036,65.194,207.234,6.19,0.26998
19.732,65.553,203.231,6.21,0.24585
19.439,65.398,198.697,6.23,0.24228
19.799,65.039,196.748,6.25,0.2398
19.656,64.569,198.294,6.27,0.24609
20.045,65.428,192.692,6.29,0.24039
19.66,65.667,187.4,6.31,0.26412
19.914,66.307,187.764,6.33,0.27164
19.459,66.109,185.3,6.35,0.26528
19.535,66.722,180.684,6.37,0.2636
19.534,66.709,187.277,6.39,0.24443
19.432,66.879,182.07,6.41,0.23769
19.125,66.085,187.196,6.43,0.25033
18.983,65.902,186.237,6.45,0.25057
19.41,66.768,184.718,6.47,0.2398
19.361,66.904,184.183,6.49,0.25231
19.416,66.545,182.023,6.51,0.23986
19.01,65.877,185.147,6.53,0.24017
18.725,66.003,188.725,6.55,0.23583
19.052,66.858,190.088,6.57,0.25518
18.604,67.749,188.583,6.59,0.26168
18.683,66.758,182.122,6.61,0.24773
18.746,65.811,185.531,6.63,0.25743
18.742,65.743,178.607,6.65,0.24979
18.573,66.5,176.83,6.67,0.23866
18.343,65.821,180.679,6.69,0.23736
18.38,66.752,187.169,6.71,0.25662
18.067,66.941,192.463,6.73,0.23937
18.0,67.563,192.208,6.75,0.24639
18.482,67.777,191.158,6.77,0.24067
18.4,67.014,195.284,6.79,0.26188
18.184,66.622,200.525,6.81,0.23186
18.205,66.549,203.187,6.83,0.23948
18.373,66.302,204.849,6.85,0.23673
18.335,66.347,200.849,6.87,0.23759
18.023,66.035,195.204,6.89,0.26401
18.0,66.653,201.846,6.91,0.23401
18.152,67.396,203.726,6.93,0.25018
18.083,66.468,204.21,6.95,0.27271
18.541,65.548,207.091,6.97,0.24979
18.944,64.639,213.193,6.99,0.27798
18.562,63.758,217.879,7.01,0.25187
18.597,64.59,218.824,7.03,0.26241
18.542,63.716,225.386,7.05,0.26337
18.231,63.288,231.887,7.07,0.25759
18.599,63.704,236.508,7.09,0.29834
18.941,64.591,231.285,7.11,0.28936
18.986,64.678,236.87,7.13,0.3007
19.191,64.643,236.259,7.15,0.27803
19.053,64.426,230.516,7.17,0.26072
19.333,64.319,236.545,7.19,0.2881
18.868,63.634,232.427,7.21,0.29696
18.587,63.665,238.533,7.23,0.29978
18.323,62.763,233.684,7.25,0.25819
18.018,62.901,239.458,7.27,0.27954
18.144,62.304,243.666,7.29,0.28653
18.508,63.202,241.537,7.31,0.26603
18.234,63.078,247.777,7.33,0.28045
18.505,63.159,243.336,7.35,0.27652
18.658,63.504,242.423,7.37,0.27307
18.88,62.842,248.536,7.39,0.27715
18.487,62.837,248.81,7.41,0.28787
18.424,63.827,248.618,7.43,0.28615
18.346,62.961,249.919,7.45,0.27663
18.483,62.062,256.658,7.47,0.29194
18.88,62.013,250.503,7.49,0.30394
19.028,62.577,249.497,7.51,0.29671
19.384,62.839,247.365,7.53,0.29823
19.556,63.76,245.558,7.55,0.28843
19.868,63.772,248.87,7.57,0.29403
19.584,64.262,243.706,7.59,0.27819
19.711,64.757,249.231,7.61,0.28588
19.322,65.669,244.393,7.63,0.27712
19.113,65.728,249.753,7.65,0.30229
19.321,65.078,247.76,7.67,0.29078
18.968,64.625,245.077,7.69,0.27274
19.019,65.035,239.056,7.71,0.28284
19.301,65.531,243.467,7.73,0.28636
19.621,65.012,241.518,7.75,0.27594
19.589,64.797,237.891,7.77,0.29615
19.403,64.342,232.724,7.79,0.27881
19.206,64.081,229.028,7.81,0.28797
19.636,64.077,231.03,7.83,0.29608
20.135,64.304,236.487,7.85,0.30459
20.426,64.225,230.623,7.87,0.26634
20.403,64.214,229.326,7.89,0.28737
20.455,64.887,223.847,7.91,0.27
20.748,65.583,230.775,7.93,0.30262
21.138,65.212,229.398,7.95,0.27971
21.245,66.089,227.223,7.97,0.29031
21.041,65.429,222.956,7.99,0.26608
21.49,65.235,227.633,8.01,0.29701
21.182,64.586,232.001,8.03,0.28171
21.595,63.866,234.489,8.05,0.30791
21.331,63.418,240.992,8.07,0.28906
21.261,63.283,237.535,8.09,0.3066
21.532,63.04,242.227,8.11,0.28907
21.037,63.182,249.144,8.13,0.2842
20.745,63.22,253.483,8.15,0.28764
20.64,63.714,251.684,8.17,0.28973
20.335,63.534,251.396,8.19,0.31466
20.478,63.915,258.158,8.21,0.30237
20.381,64.762,254.6,8.23,0.31196
20.636,63.957,254.156,8.25,0.29195
20.321,63.885,251.208,8.27,0.31181
20.729,64.49,247.932,8.29,0.29094
20.483,63.76,254.145,8.31,0.29912
20.208,64.454,252.734,8.33,0.28181
19.87,64.732,256.695,8.35,0.28974
20.287,65.434,261.572,8.37,0.29636
19.838,66.169,258.853,8.39,0.30743
20.098,65.426,262.785,8.41,0.32457
20.326,65.308,268.058,8.43,0.31327
20.571,65.949,271.549,8.45,0.30763
20.189,65.426,271.59,8.47,0.31413
20.272,65.216,275.606,8.49,0.33383
20.018,65.689,278.098,8.51,0.31855
19.707,66.28,284.546,8.53,0.32934
20.125,67.248,282.475,8.55,0.32693
20.099,68.221,276.788,8.57,0.31364
20.474,67.789,280.818,8.59,0.31756
20.954,68.556,278.036,8.61,0.33384
20.791,68.769,280.255,8.63,0.33687
20.315,68.209,283.222,8.65,0.3256
20.311,67.32,281.097,8.67,0.3361
19.842,67.113,287.33,8.69,0.3053
20.092,66.628,292.462,8.71,0.33827
20.477,66.06,292.9,8.73,0.34216
20.223,65.521,286.281,8.75,0.34307
20.433,65.792,289.697,8.77,0.32968
20.409,65.691,291.663,8.79,0.31776
20.797,66.315,289.557,8.81,0.33359
20.438,67.26,295.197,8.83,0.3493
20.27,66.598,291.162,8.85,0.31213
19.891,65.74,298.02,8.87,0.31423
19.523,66.395,299.143,8.89,0.34091
19.654,67.159,301.081,8.91,0.33298
19.867,67.054,298.926,8.93,0.33049
19.536,67.647,295.576,8.95,0.31358
19.283,68.331,293.199,8.97,0.33168
19.639,67.487,296.909,8.99,0.3213
19.356,67.865,302.646,9.01,0.32329
19.425,67.444,303.406,9.03,0.33731
19.535,67.691,298.298,9.05,0.33713
19.71,68.057,292.335,9.07,0.32398
19.619,67.23,288.448,9.09,0.3204
19.862,66.704,293.064,9.11,0.32935
20.122,66.649,293.053,9.13,0.33382
20.55,66.633,293.454,9.15,0.33589
20.788,65.777,293.674,9.17,0.33262
21.209,65.764,293.23,9.19,0.35399
21.16,65.125,289.267,9.21,0.31616
20.66,64.989,293.036,9.23,0.3415
20.193,65.129,288.196,9.25,0.34357
19.86,65.383,285.764,9.27,0.3279
19.772,65.902,281.993,9.29,0.33523
19.772,66.414,286.89,9.31,0.34249
19.496,65.988,283.396,9.33,0.30892
19.579,66.975,290.259,9.35,0.32491
19.718,67.695,296.321,9.37,0.31718
19.746,68.36,293.565,9.39,0.3248
20.232,69.331,299.251,9.41,0.34608
20.001,68.972,299.913,9.43,0.33571
20.007,69.246,298.629,9.45,0.34235
19.84,68.907,293.411,9.47,0.31519
20.191,68.799,289.601,9.49,0.33731
20.245,67.842,287.03,9.51,0.31247
20.401,67.392,280.939,9.53,0.3041
20.482,66.435,285.822,9.55,0.31212
20.589,66.325,285.022,9.57,0.30882
20.892,67.111,278.176,9.59,0.30992
21.295,67.21,273.277,9.61,0.3097
21.455,67.659,274.669,9.63,0.34165
21.45,67.26,274.35,9.65,0.31765
21.174,66.352,272.281,9.67,0.32862
20.692,66.23,274.297,9.69,0.32323
20.969,66.851,277.261,9.71,0.30668
20.944,67.058,273.699,9.73,0.30155
20.668,66.968,272.494,9.75,0.30443
20.992,67.819,268.313,9.77,0.33342
20.51,68.669,274.64,9.79,0.29847
20.773,69.61,280.322,9.81,0.34246
20.823,68.766,285.22,9.83,0.33201
20.938,68.6,286.225,9.85,0.315
21.178,67.75,289.442,9.87,0.34654
21.15,67.77,286.813,9.89,0.3493
21.383,67.508,282.261,9.91,0.31737
21.347,68.393,285.539,9.93,0.31936
21.707,68.15,290.463,9.95,0.32607
21.826,69.003,287.073,9.97,0.34236
22.313,68.304,281.311,9.99,0.34029
22.153,67.447,280.965,10.01,0.34229
21.938,67.117,285.805,10.03,0.33519
22.28,67.01,292.147,10.05,0.347
21.896,67.78,291.996,10.07,0.32428
21.549,68.155,285.659,10.09,0.32348
21.189,68.037,284.46,10.11,0.32992
20.968,67.101,286.062,10.13,0.32386
21.12,66.318,279.255,10.15,0.31481
21.076,66.106,283.599,10.17,0.32288
21.107,66.294,276.905,10.19,0.32371
20.952,66.136,271.309,10.21,0.32948
21.394,65.181,272.728,10.23,0.33232
21.179,65.756,274.581,10.25,0.33902
21.66,64.84,273.81,10.27,0.32598
21.307,64.513,280.637,10.29,0.30762
21.259,65.198,278.172,10.31,0.3241
21.737,65.148,273.005,10.33,0.30604
22.183,64.68,273.061,10.35,0.31024
22.106,65.54,273.095,10.37,0.34503
21.865,65.549,278.129,10.39,0.32635
21.644,66.26,276.587,10.41,0.32725
22.121,65.633,273.807,10.43,0.30803
22.013,65.033,276.327,10.45,0.31523
22.188,64.56,274.3,10.47,0.32149
22.404,64.493,272.358,10.49,0.3415
22.476,63.921,277.96,10.51,0.32557
22.015,63.91,272.695,10.53,0.31491
22.262,63.172,276.992,10.55,0.34739
22.369,63.592,279.982,10.57,0.35241
22.211,62.918,280.251,10.59,0.33329
21.888,63.144,273.448,10.61,0.34228
21.653,62.223,267.964,10.63,0.30945
21.427,61.289,264.875,10.65,0.30401
21.306,61.059,262.621,10.67,0.30707
20.895,60.11,258.451,10.69,0.31881
21.386,60.967,258.51,10.71,0.31273
21.201,61.515,262.216,10.73,0.32682
21.596,61.383,265.952,10.75,0.33031
21.405,62.242,260.273,10.77,0.33261
21.675,61.428,262.46,10.79,0.29736
21.945,62.027,263.894,10.81,0.33288
21.543,61.579,262.693,10.83,0.29709
21.491,61.109,261.191,10.85,0.31101
21.87,60.65,266.703,10.87,0.31724
21.698,60.655,265.552,10.89,0.30866
21.701,59.958,263.479,10.91,0.31951
21.614,60.606,260.073,10.93,0.3327
21.899,61.541,264.807,10.95,0.30468
21.925,60.881,269.262,10.97,0.32573
21.689,61.741,263.875,10.99,0.31965
21.91,60.858,265.245,11.01,0.33201
21.478,60.883,261.864,11.03,0.32093
21.096,61.757,267.391,11.05,0.30362
20.919,61.932,270.443,11.07,0.31506
20.576,61.14,277.44,11.09,0.31861
20.948,61.105,283.353,11.11,0.31035
20.562,61.964,289.618,11.13,0.3217
20.417,61.869,288.444,11.15,0.31502
20.816,61.376,291.318,11.17,0.31451
20.355,61.683,289.064,11.19,0.33372
19.949,62.583,292.544,11.21,0.3427
19.585,62.223,290.7,11.23,0.32568
19.382,61.345,288.865,11.25,0.31187
19.268,60.739,285.531,11.27,0.32369
19.156,60.429,286.006,11.29,0.32918
19.035,60.604,292.533,11.31,0.32319
19.445,61.192,286.355,11.33,0.3174
19.643,62.165,285.772,11.35,0.30469
19.705,61.418,289.293,11.37,0.32419
19.928,62.157,291.099,11.39,0.33098
20.183,62.842,296.265,11.41,0.31316
20.239,62.275,301.31,11.43,0.34161
20.159,61.651,299.057,11.45,0.34173
19.864,60.838,304.489,11.47,0.34635
19.564,60.423,311.098,11.49,0.34713
19.674,60.038,308.286,11.51,0.319
19.903,59.124,301.354,11.53,0.34292
20.351,59.637,300.957,11.55,0.33552
20.288,59.286,301.261,11.57,0.33317
20.386,60.083,308.191,11.59,0.32465
20.27,59.444,306.12,11.61,0.33083
19.945,59.972,306.069,11.63,0.35417
19.478,59.106,304.714,11.65,0.3169
19.24,60.078,300.64,11.67,0.31729
19.314,60.074,301.766,11.69,0.32568
19.641,59.351,300.763,11.71,0.33938
20.009,59.091,301.712,11.73,0.31739
19.679,58.229,304.902,11.75,0.32653
19.903,57.362,309.978,11.77,0.3534
19.492,56.409,303.766,11.79,0.34723
19.227,56.506,302.733,11.81,0.34262
19.216,56.507,309.581,11.83,0.32168
19.546,55.61,309.268,11.85,0.35283
19.711,55.981,305.954,11.87,0.33269
19.578,56.024,305.425,11.89,0.32787
19.384,55.526,303.536,11.91,0.31829
19.756,55.73,298.409,11.93,0.33851
20.103,55.205,293.517,11.95,0.3096
19.651,55.729,300.338,11.97,0.31333
19.899,54.873,301.628,11.99,0.34416
19.758,53.895,302.961,12.01,0.35371
19.515,53.274,297.695,12.03,0.33105
19.612,53.858,301.239,12.05,0.34767
19.918,53.353,302.021,12.07,0.32621
19.747,54.217,304.567,12.09,0.35414
19.664,54.292,304.387,12.11,0.31884
19.401,54.347,298.33,12.13,0.34589
19.025,53.743,302.045,12.15,0.313
19.425,54.194,296.005,12.17,0.33477
19.557,54.709,300.6,12.19,0.33992
19.643,54.354,303.362,12.21,0.35196
19.731,54.683,302.482,12.23,0.3438
20.228,54.003,298.315,12.25,0.33503
20.21,54.147,292.002,12.27,0.32495
20.293,54.317,294.205,12.29,0.33966
20.434,54.897,295.952,12.31,0.33444
20.54,54.1,292.776,12.33,0.33236
20.913,54.458,287.042,12.35,0.33299
20.635,54.926,291.626,12.37,0.33473
20.726,54.603,290.873,12.39,0.34554
20.95,54.643,289.029,12.41,0.31296
20.593,54.029,287.256,12.43,0.34535
20.598,53.498,281.737,12.45,0.31716
20.914,53.265,285.552,12.47,0.34034
20.524,53.482,291.979,12.49,0.32668
20.075,54.329,297.35,12.51,0.33274
20.128,53.753,301.823,12.53,0.33534
19.661,54.119,308.13,12.55,0.3504
19.439,53.225,314.294,12.57,0.35787
19.471,53.51,313.771,12.59,0.33698
19.091,52.703,310.029,12.61,0.34874
18.736,52.157,310.71,12.63,0.3223
18.4,52.283,308.863,12.65,0.33544
18.812,51.585,314.651,12.67,0.35308
19.141,51.848,316.333,12.69,0.34569
19.331,50.881,322.746,12.71,0.34929
19.613,50.635,315.92,12.73,0.34296
19.62,50.509,313.676,12.75,0.33099
19.648,50.26,320.255,12.77,0.33282
19.467,49.848,320.861,12.79,0.34526
19.611,50.748,317.854,12.81,0.35167
19.136,50.273,317.347,12.83,0.32206
19.254,50.629,320.801,12.85,0.34467
19.358,50.421,314.378,12.87,0.32397
19.513,51.413,307.6,12.89,0.33828
19.764,52.066,308.232,12.91,0.3427
19.96,52.784,302.945,12.93,0.35228
19.486,53.456,297.019,12.95,0.31597
18.99,53.347,294.7,12.97,0.31026
18.941,53.152,298.447,12.99,0.34176
19.094,52.401,295.583,13.01,0.34139
18.683,52.214,301.778,13.03,0.34496
18.594,52.549,301.172,13.05,0.33612
18.125,51.837,302.771,13.07,0.3137
18.291,51.54,308.184,13.09,0.34205
18.284,52.086,304.98,13.11,0.32669
18.0,52.807,309.503,13.13,0.34462
18.377,53.727,305.7,13.15,0.34526
18.449,53.572,306.545,13.17,0.32271
18.237,53.054,300.699,13.19,0.32342
18.625,53.314,300.992,13.21,0.32317
18.589,52.733,305.514,13.23,0.31702
18.806,53.253,306.562,13.25,0.34562
18.597,54.016,309.773,13.27,0.34416
18.762,54.709,316.677,13.29,0.33496
19.076,55.198,316.017,13.31,0.35659
18.97,55.329,310.5,13.33,0.32394
