temperature,humidity,gas,time_hours,usage
57.668,39.652,458.297,2.67,0.67146
57.141,38.844,451.939,2.69,0.66214
56.424,39.136,436.695,2.71,0.61229
57.271,40.08,446.993,2.73,0.63928
56.877,39.102,454.577,2.75,0.66748
57.324,39.721,454.517,2.77,0.67127
58.0,40.286,439.83,2.79,0.61985
57.494,40.53,432.195,2.81,0.62826
58.0,39.681,443.119,2.83,0.64783
58.0,38.968,453.799,2.85,0.63173
57.277,39.964,460.796,2.87,0.66879
58.0,39.741,475.397,2.89,0.69738
57.57,39.785,476.053,2.91,0.64925
57.795,38.714,486.92,2.93,0.65572
57.226,39.451,480.693,2.95,0.65653
57.05,39.921,465.274,2.97,0.67952
56.933,39.85,459.226,2.99,0.64752
56.423,40.237,468.643,3.01,0.6846
55.68,39.289,468.212,3.03,0.64374
54.649,39.589,467.33,3.05,0.6202
54.589,39.398,454.854,3.07,0.65126
55.46,38.555,464.862,3.09,0.63542
54.442,37.483,466.781,3.11,0.6694
54.192,38.32,479.472,3.13,0.63743
54.399,37.47,488.047,3.15,0.64477
54.11,37.823,505.464,3.17,0.67395
54.79,37.99,505.666,3.19,0.66359
55.407,38.217,505.103,3.21,0.68054
55.812,37.81,519.891,3.23,0.66712
56.152,37.481,521.632,3.25,0.71221
57.232,37.83,523.433,3.27,0.69748
57.185,36.773,511.817,3.29,0.71187
57.608,37.174,505.143,3.31,0.66889
58.0,37.212,500.828,3.33,0.679
58.0,37.258,514.787,3.35,0.71654
58.0,36.381,511.293,3.37,0.69374
57.616,36.863,523.042,3.39,0.71694
56.721,36.095,537.353,3.41,0.73567
57.507,35.986,542.271,3.43,0.69967
57.589,35.979,539.294,3.45,0.72239
56.942,36.77,541.039,3.47,0.732
56.834,36.234,526.785,3.49,0.69904
56.496,36.679,542.755,3.51,0.69043
55.329,36.869,542.739,3.53,0.68548
54.721,36.577,532.623,3.55,0.722
54.312,36.079,516.485,3.57,0.68841
54.591,35.223,500.816,3.59,0.64944
55.478,34.79,506.494,3.61,0.67783
54.708,34.119,504.831,3.63,0.69576
54.231,34.327,506.182,3.65,0.66822
54.444,35.25,516.805,3.67,0.68426
55.479,34.799,525.296,3.69,0.72248
55.42,35.725,519.511,3.71,0.7038
54.605,35.599,504.387,3.73,0.67903
54.59,34.735,488.241,3.75,0.68907
54.258,35.554,478.581,3.77,0.66237
53.574,35.216,471.702,3.79,0.63782
52.362,35.418,474.36,3.81,0.6486
51.281,34.526,459.787,3.83,0.61691
50.946,34.425,449.234,3.85,0.59424
51.039,34.707,442.567,3.87,0.63615
50.839,33.767,448.368,3.89,0.59343
49.952,34.058,442.578,3.91,0.6087
48.847,34.256,458.39,3.93,0.63682
49.341,35.325,452.573,3.95,0.60425
50.018,36.233,455.026,3.97,0.62275
50.754,36.311,464.22,3.99,0.62063
49.9,37.028,478.261,4.01,0.62405
50.135,37.583,491.309,4.03,0.6543
50.623,38.127,489.234,4.05,0.61345
49.745,37.652,494.119,4.07,0.65925
49.025,37.656,479.671,4.09,0.64233
48.258,38.706,461.762,4.11,0.61748
48.373,39.585,456.383,4.13,0.60347
47.978,40.034,449.177,4.15,0.57173
48.569,39.456,437.898,4.17,0.61807
48.312,40.392,427.13,4.19,0.58818
49.288,39.512,420.424,4.21,0.59444
48.753,39.227,418.73,4.23,0.60558
48.904,38.329,401.243,4.25,0.5431
49.362,38.68,413.169,4.27,0.56136
49.068,39.693,422.048,4.29,0.55683
48.911,40.372,407.352,4.31,0.57954
49.032,41.325,397.134,4.33,0.58956
48.289,41.023,406.134,4.35,0.58603
49.031,41.63,403.52,4.37,0.54424
49.824,42.833,404.454,4.39,0.58247
48.509,43.982,393.09,4.41,0.57615
48.082,43.816,393.231,4.43,0.5277
48.756,44.821,392.345,4.45,0.57577
49.779,45.634,380.514,4.47,0.5576
48.579,46.442,394.54,4.49,0.54821
48.933,47.128,384.537,4.51,0.53267
48.496,46.984,395.652,4.53,0.52802
48.883,46.297,389.694,4.55,0.5373
47.802,47.103,400.733,4.57,0.57533
47.783,47.431,409.211,4.59,0.54699
48.216,47.069,404.694,4.61,0.58971
48.703,46.178,417.739,4.63,0.55667
47.83,46.552,432.615,4.65,0.58404
48.028,47.067,428.503,4.67,0.57563
47.118,46.874,433.147,4.69,0.59667
46.24,46.984,415.484,4.71,0.56146
45.909,46.99,419.009,4.73,0.59084
46.289,47.251,409.466,4.75,0.57731
45.817,46.689,395.491,4.77,0.53401
44.676,46.893,398.283,4.79,0.52939
45.648,47.539,382.034,4.81,0.50401
45.35,47.622,369.856,4.83,0.5221
46.296,47.501,354.071,4.85,0.50612
46.976,48.414,359.975,4.87,0.50572
47.573,48.909,370.333,4.89,0.53865
46.637,48.592,351.861,4.91,0.5063
46.116,48.838,346.453,4.93,0.4829
46.163,49.989,344.713,4.95,0.51182
45.375,49.73,329.823,4.97,0.48411
44.048,50.036,331.885,4.99,0.50484
44.917,49.472,345.22,5.01,0.49933
45.221,50.261,347.193,5.03,0.52429
45.005,49.428,329.792,5.05,0.50993
44.126,50.281,341.524,5.07,0.48966
44.824,49.72,346.578,5.09,0.51767
45.024,50.736,352.737,5.11,0.49947
43.638,51.433,337.87,5.13,0.48224
43.72,50.706,325.625,5.15,0.4929
42.355,51.241,335.713,5.17,0.50786
42.366,50.515,318.902,5.19,0.46674
41.0,49.987,306.516,5.21,0.47481
41.592,51.15,306.495,5.23,0.4411
40.673,52.132,290.55,5.25,0.45549
40.407,53.367,278.152,5.27,0.42662
39.842,53.449,274.256,5.29,0.43684
40.391,54.195,266.626,5.31,0.42458
41.15,54.248,271.944,5.33,0.45407
41.86,54.274,273.601,5.35,0.42633
41.754,53.755,272.669,5.37,0.43758
41.379,53.129,271.985,5.39,0.39855
42.256,52.832,273.595,5.41,0.40823
41.876,52.653,261.671,5.43,0.41123
41.44,52.84,246.991,5.45,0.38395
40.058,52.174,236.762,5.47,0.39995
39.516,52.281,224.914,5.49,0.35886
38.791,52.713,219.906,5.51,0.38389
39.669,52.806,230.962,5.53,0.37565
39.835,52.024,230.345,5.55,0.36162
40.101,51.807,222.348,5.57,0.37716
39.531,50.871,213.253,5.59,0.38505
39.109,51.448,208.023,5.61,0.33603
38.199,51.369,204.84,5.63,0.36058
38.378,52.555,186.5,5.65,0.33976
38.733,52.475,168.091,5.67,0.33165
38.079,53.311,170.568,5.69,0.3583
38.324,53.919,165.521,5.71,0.3328
38.497,53.198,162.783,5.73,0.32872
38.767,54.007,176.802,5.75,0.32928
38.938,54.281,166.264,5.77,0.3332
38.848,54.489,157.307,5.79,0.33676
39.334,55.281,148.591,5.81,0.30069
38.165,55.993,144.124,5.83,0.33393
37.533,57.169,143.568,5.85,0.30431
37.194,56.82,147.26,5.87,0.33319
37.766,56.712,130.037,5.89,0.27427
37.672,57.227,132.609,5.91,0.29827
37.095,57.839,144.872,5.93,0.32252
37.757,57.102,159.831,5.95,0.32335
38.633,57.723,166.263,5.97,0.30931
39.045,57.656,150.88,5.99,0.3402
37.938,57.162,149.45,6.01,0.30005
37.966,58.087,160.142,6.03,0.29688
38.386,58.345,142.713,6.05,0.32595
38.743,59.317,156.652,6.07,0.33019
38.575,59.863,144.341,6.09,0.32458
39.442,60.126,146.513,6.11,0.33648
38.453,59.277,148.915,6.13,0.32383
38.067,60.016,149.336,6.15,0.2891
38.436,59.031,157.234,6.17,0.30097
38.523,59.051,159.367,6.19,0.29697
38.424,58.445,160.189,6.21,0.33146
37.844,59.622,162.667,6.23,0.32491
37.456,60.219,170.46,6.25,0.3279
37.761,59.629,166.743,6.27,0.31609
36.637,60.047,152.488,6.29,0.28099
37.541,60.262,137.176,6.31,0.27483
38.13,60.144,135.052,6.33,0.2878
38.156,59.473,138.477,6.35,0.27893
37.164,59.436,134.007,6.37,0.30849
35.927,58.542,129.13,6.39,0.31002
35.819,57.518,128.424,6.41,0.31085
34.878,57.167,142.624,6.43,0.29182
35.412,56.897,127.366,6.45,0.25896
35.07,57.527,111.991,6.47,0.25921
35.401,57.514,99.041,6.49,0.29175
34.541,57.376,93.025,6.51,0.28384
34.423,58.044,87.138,6.53,0.23607
34.656,57.421,90.377,6.55,0.27943
35.761,58.452,85.247,6.57,0.26309
34.738,57.843,89.244,6.59,0.27077
34.664,57.769,77.295,6.61,0.21374
34.638,58.462,79.513,6.63,0.23877
34.637,57.813,70.85,6.65,0.21179
33.593,58.689,75.742,6.67,0.26214
34.328,57.902,76.546,6.69,0.23375
33.706,58.837,93.044,6.71,0.22578
34.257,58.999,83.728,6.73,0.24796
33.322,58.191,85.118,6.75,0.24692
33.714,57.309,81.445,6.77,0.26723
34.853,58.222,70.289,6.79,0.23
34.876,57.383,70.0,6.81,0.21324
35.162,57.641,70.0,6.83,0.2306
34.844,58.602,80.4,6.85,0.27138
33.932,58.237,77.617,6.87,0.26107
34.772,58.277,70.0,6.89,0.25887
33.961,57.603,81.37,6.91,0.24479
33.46,57.214,83.511,6.93,0.27132
33.224,56.719,92.236,6.95,0.25359
33.877,55.928,95.244,6.97,0.28192
33.705,55.725,109.581,6.99,0.25068
33.088,56.226,120.362,7.01,0.28773
32.826,55.278,117.37,7.03,0.27338
32.218,56.355,114.983,7.05,0.27355
31.989,56.945,110.622,7.07,0.26022
32.527,57.224,108.047,7.09,0.27145
32.677,56.952,112.67,7.11,0.2793
33.772,56.93,99.516,7.13,0.25101
33.453,57.112,111.844,7.15,0.29279
32.447,57.304,104.109,7.17,0.27969
33.599,57.567,114.936,7.19,0.26507
34.325,57.125,108.957,7.21,0.25753
33.308,58.14,108.352,7.23,0.28817
32.741,59.07,111.23,7.25,0.24529
32.762,59.851,96.698,7.27,0.26872
32.032,58.815,99.914,7.29,0.23073
31.404,58.338,85.236,7.31,0.22473
32.284,57.69,84.591,7.33,0.21081
33.105,57.684,79.652,7.35,0.2106
33.951,58.225,82.846,7.37,0.24164
34.164,57.88,70.302,7.39,0.26262
33.84,56.836,75.225,7.41,0.2528
32.868,55.908,70.0,7.43,0.19848
33.809,56.428,80.82,7.45,0.26401
34.759,57.069,91.021,7.47,0.26925
35.531,56.531,75.329,7.49,0.27289
36.551,57.005,70.0,7.51,0.24019
37.843,56.785,70.0,7.53,0.24424
36.78,56.831,74.467,7.55,0.24425
38.033,56.213,70.0,7.57,0.28509
38.131,57.169,70.0,7.59,0.23337
37.854,57.185,70.0,7.61,0.24374
37.994,56.746,74.126,7.63,0.26726
37.489,56.515,85.242,7.65,0.2702
37.267,55.481,72.458,7.67,0.24139
37.906,55.832,84.366,7.69,0.28106
38.442,56.755,81.561,7.71,0.28677
37.664,56.197,77.529,7.73,0.26991
37.912,56.804,89.58,7.75,0.25807
38.732,57.578,78.376,7.77,0.26031
38.642,57.879,94.082,7.79,0.27269
37.839,58.451,105.11,7.81,0.30631
38.218,57.439,120.053,7.83,0.31436
37.619,57.499,133.977,7.85,0.29392
36.896,57.855,124.837,7.87,0.30479
38.218,57.001,109.613,7.89,0.31389
37.722,56.375,96.192,7.91,0.24552
39.08,56.997,86.874,7.93,0.25973
39.24,55.942,77.998,7.95,0.24008
38.793,54.762,82.17,7.97,0.27728
38.672,55.557,97.812,7.99,0.28503
39.792,55.841,111.18,8.01,0.30802
39.231,56.403,105.754,8.03,0.28234
38.82,55.468,113.745,8.05,0.3049
37.871,55.623,119.671,8.07,0.30728
39.125,56.323,134.873,8.09,0.29363
39.35,55.473,137.362,8.11,0.34287
38.384,54.766,127.4,8.13,0.29729
38.865,53.538,145.555,8.15,0.32493
39.02,53.845,150.88,8.17,0.29763
39.161,52.663,135.904,8.19,0.32563
40.309,53.565,132.246,8.21,0.32154
41.066,53.529,147.475,8.23,0.31787
40.857,53.16,149.81,8.25,0.35963
41.863,53.405,142.427,8.27,0.31349
41.277,53.758,134.177,8.29,0.32443
42.466,54.438,141.352,8.31,0.34903
42.798,53.665,147.628,8.33,0.36266
42.003,53.405,153.202,8.35,0.34854
41.704,53.072,151.098,8.37,0.34395
42.398,52.586,167.488,8.39,0.35568
42.801,52.921,168.961,8.41,0.36613
43.314,52.932,181.002,8.43,0.38041
42.909,53.751,191.987,8.45,0.34703
44.076,53.713,209.599,8.47,0.41682
44.896,53.354,205.833,8.49,0.37911
45.27,53.025,212.922,8.51,0.40942
44.796,53.844,199.248,8.53,0.36002
45.073,54.511,191.132,8.55,0.38993
45.477,53.456,190.956,8.57,0.35926
44.804,52.57,208.986,8.59,0.40838
44.73,52.839,203.599,8.61,0.41875
44.298,52.271,189.211,8.63,0.38723
44.705,51.468,196.304,8.65,0.41157
45.883,50.787,188.279,8.67,0.38306
45.716,51.684,174.784,8.69,0.39387
45.665,52.557,166.656,8.71,0.36874
45.809,53.194,164.981,8.73,0.36977
47.187,53.301,157.559,8.75,0.36622
46.329,52.129,150.898,8.77,0.34324
45.427,50.99,159.718,8.79,0.34123
46.215,49.859,151.891,8.81,0.34219
46.947,48.631,167.131,8.83,0.35583
47.628,47.744,180.909,8.85,0.38561
47.052,48.168,174.909,8.87,0.39277
48.167,48.727,160.777,8.89,0.38294
49.121,48.057,158.642,8.91,0.36011
48.207,47.775,145.679,8.93,0.35982
49.413,47.956,138.531,8.95,0.37405
49.169,46.727,135.17,8.97,0.36722
49.102,45.518,131.421,8.99,0.34347
49.402,46.09,127.87,9.01,0.38523
50.649,46.477,119.557,9.03,0.33654
51.306,45.384,124.04,9.05,0.38054
50.998,44.202,121.616,9.07,0.37011
51.061,44.149,111.141,9.09,0.37717
51.508,44.471,97.176,9.11,0.32493
50.963,45.299,96.528,9.13,0.36136
52.293,44.68,106.041,9.15,0.38518
52.645,43.632,96.069,9.17,0.32827
53.457,43.713,82.622,9.19,0.33282
54.545,43.911,82.013,9.21,0.33637
54.99,44.577,70.062,9.23,0.3222
54.392,43.516,70.0,9.25,0.36863
54.921,43.641,70.0,9.27,0.35996
55.738,43.529,81.818,9.29,0.37229
54.742,43.281,70.0,9.31,0.32284
54.369,42.669,82.221,9.33,0.35871
54.416,41.966,81.575,9.35,0.34081
54.912,41.551,91.628,9.37,0.36615
54.09,41.046,95.578,9.39,0.38156
53.069,39.923,92.189,9.41,0.35295
52.067,38.952,81.803,9.43,0.33531
52.577,38.156,84.32,9.45,0.35964
53.292,37.655,88.335,9.47,0.3713
53.171,38.322,82.253,9.49,0.35188
52.976,39.192,97.701,9.51,0.34089
53.872,39.425,82.16,9.53,0.36321
53.464,39.244,78.491,9.55,0.36556
53.372,38.843,83.192,9.57,0.32661
52.387,39.806,79.16,9.59,0.31812
53.169,39.543,72.376,9.61,0.30908
53.101,40.366,70.0,9.63,0.32412
54.121,40.488,74.522,9.65,0.36759
55.193,40.751,70.0,9.67,0.33488
55.506,41.482,70.0,9.69,0.35461
54.528,41.366,87.425,9.71,0.364
54.91,42.287,72.623,9.73,0.37525
54.037,41.435,90.642,9.75,0.33701
55.206,42.103,80.018,9.77,0.33167
54.417,41.085,77.697,9.79,0.33573
53.917,41.566,73.045,9.81,0.34519
53.002,42.067,70.0,9.83,0.32739
52.105,41.537,70.0,9.85,0.3126
52.791,40.845,77.246,9.87,0.32342
52.443,40.327,85.879,9.89,0.36911
52.953,40.576,93.898,9.91,0.33526
53.216,39.825,106.346,9.93,0.3725
53.595,40.571,95.386,9.95,0.33633
54.097,40.743,98.087,9.97,0.39086
54.089,40.351,113.996,9.99,0.40157
53.952,40.422,107.864,10.01,0.36035
52.981,39.332,99.199,10.03,0.33586
52.463,39.584,99.679,10.05,0.33054
51.782,40.502,99.837,10.07,0.37617
51.156,40.866,89.114,10.09,0.34179
51.449,41.365,77.667,10.11,0.35266
50.635,41.384,84.476,10.13,0.34944
51.55,42.187,86.977,10.15,0.35853
50.612,42.537,95.341,10.17,0.33424
51.531,41.819,99.075,10.19,0.34917
52.605,42.102,97.023,10.21,0.3736
52.977,42.342,107.522,10.23,0.38216
52.839,41.779,102.387,10.25,0.34425
53.998,42.318,89.072,10.27,0.34277
54.285,42.869,83.608,10.29,0.33031
55.373,43.215,100.561,10.31,0.35581
55.169,42.844,100.956,10.33,0.34553
54.381,43.259,103.904,10.35,0.38376
55.259,42.725,96.244,10.37,0.38291
54.806,43.189,89.596,10.39,0.35828
55.455,43.781,82.283,10.41,0.32882
54.783,44.313,95.935,10.43,0.34906
53.934,44.396,97.558,10.45,0.35114
54.399,43.563,100.295,10.47,0.38063
54.01,43.121,97.841,10.49,0.35058
53.811,42.97,108.385,10.51,0.36687
52.703,43.31,100.98,10.53,0.35975
51.644,43.904,86.199,10.55,0.32592
51.624,43.805,97.996,10.57,0.35979
51.059,42.742,80.986,10.59,0.32253
50.074,42.633,85.099,10.61,0.31024
49.936,42.552,78.624,10.63,0.30084
48.929,43.6,70.0,10.65,0.31734
49.434,44.32,70.0,10.67,0.28851
49.322,43.762,70.0,10.69,0.31522
48.639,43.619,81.314,10.71,0.32791
47.479,42.913,78.017,10.73,0.31865
48.532,42.192,78.584,10.75,0.30466
49.619,41.423,93.641,10.77,0.32737
49.323,41.807,103.556,10.79,0.32849
49.836,41.426,98.035,10.81,0.35375
49.599,41.64,98.195,10.83,0.334
49.319,40.896,111.746,10.85,0.35519
49.29,40.765,123.323,10.87,0.37533
50.07,41.028,137.585,10.89,0.34863
50.441,40.86,122.849,10.91,0.3771
49.868,41.464,108.926,10.93,0.34947
50.162,41.812,124.066,10.95,0.35932
49.759,41.105,123.562,10.97,0.35269
49.972,41.519,109.936,10.99,0.36996
49.835,42.252,122.291,11.01,0.32943
50.913,42.853,111.952,11.03,0.38308
50.614,42.933,121.177,11.05,0.37383
50.296,41.992,130.896,11.07,0.37711
50.934,41.21,126.936,11.09,0.35417
49.659,40.667,120.503,11.11,0.37018
48.768,39.782,117.16,11.13,0.37615
48.243,39.565,124.273,11.15,0.35011
49.242,39.953,121.962,11.17,0.36528
49.812,39.102,134.711,11.19,0.39666
49.182,38.131,117.709,11.21,0.32235
48.073,39.239,108.765,11.23,0.3455
48.454,40.146,91.993,11.25,0.31922
49.474,40.338,79.76,11.27,0.35188
49.593,40.916,80.749,11.29,0.30926
50.609,40.127,72.381,11.31,0.30179
51.561,39.913,86.585,11.33,0.31806
50.663,39.329,93.12,11.35,0.3307
51.036,39.072,74.725,11.37,0.34412
51.299,39.118,75.584,11.39,0.34893
50.467,40.206,81.454,11.41,0.30355
50.474,40.279,70.0,11.43,0.30195
51.105,41.13,70.0,11.45,0.34477
50.494,41.482,70.0,11.47,0.31177
50.535,40.993,70.0,11.49,0.3319
50.36,40.956,75.469,11.51,0.34941
51.276,41.767,85.288,11.53,0.32516
51.622,41.721,72.658,11.55,0.34142
51.602,41.246,82.673,11.57,0.35128
51.023,40.787,83.788,11.59,0.32877
50.978,40.667,97.188,11.61,0.35592
50.749,40.012,81.611,11.63,0.34527
50.957,40.55,90.265,11.65,0.35069
49.652,39.641,73.502,11.67,0.29235
48.298,38.854,83.647,11.69,0.30063
48.775,39.049,91.718,11.71,0.30486
49.513,38.125,91.11,11.73,0.32299
49.452,38.416,85.777,11.75,0.33417
49.666,37.47,89.903,11.77,0.34994
49.603,38.542,103.808,11.79,0.32983
48.22,37.686,90.749,11.81,0.31741
48.893,37.903,105.26,11.83,0.35045
49.697,37.229,88.367,11.85,0.30365
48.786,37.642,77.359,11.87,0.30448
48.573,37.372,76.537,11.89,0.33858
47.722,36.961,70.0,11.91,0.29218
48.256,36.967,82.826,11.93,0.33297
47.806,36.89,70.0,11.95,0.32784
47.078,36.369,70.0,11.97,0.28054
46.545,36.104,81.173,11.99,0.28294
46.686,35.466,79.097,12.01,0.29196
46.25,35.669,90.154,12.03,0.31013
44.91,35.543,82.087,12.05,0.30003
44.551,36.775,71.79,12.07,0.27734
45.512,37.783,80.309,12.09,0.29908
45.422,38.248,70.0,12.11,0.27946
46.17,37.896,70.0,12.13,0.31417
45.449,38.0,73.025,12.15,0.32422
44.391,38.084,86.552,12.17,0.28204
43.746,38.502,91.727,12.19,0.29677
44.651,39.489,104.153,12.21,0.31093
44.31,38.764,99.681,12.23,0.30274
43.782,38.16,111.218,12.25,0.30367
44.022,38.216,104.687,12.27,0.31081
44.149,38.987,88.889,12.29,0.31896
44.874,38.841,101.765,12.31,0.2983
45.717,38.683,91.623,12.33,0.31248
46.324,37.952,95.223,12.35,0.30927
46.779,37.766,89.442,12.37,0.31501
46.469,37.802,90.837,12.39,0.30539
45.148,38.993,74.594,12.41,0.28635
45.603,39.213,70.0,12.43,0.2997
44.487,38.817,70.0,12.45,0.27277
43.349,38.928,70.0,12.47,0.2972
43.975,39.975,70.0,12.49,0.30419
44.19,39.919,70.0,12.51,0.27569
44.66,40.542,77.069,12.53,0.30144
43.864,40.012,83.011,12.55,0.31906
42.664,40.033,82.867,12.57,0.30818
43.428,40.258,73.777,12.59,0.30241
42.235,40.245,79.471,12.61,0.26805
41.369,39.825,70.0,12.63,0.24759
41.706,39.521,70.0,12.65,0.27667
41.094,39.988,70.0,12.67,0.25908
41.757,41.077,78.435,12.69,0.30024
41.986,41.712,70.0,12.71,0.30443
41.054,42.422,70.0,12.73,0.2433
40.062,42.506,70.0,12.75,0.24694
40.536,42.307,70.0,12.77,0.28087
40.448,41.797,70.0,12.79,0.25985
40.293,41.108,70.0,12.81,0.27167
39.649,42.149,77.484,12.83,0.26826
39.693,42.546,81.482,12.85,0.27401
38.372,43.576,85.635,12.87,0.24987
37.747,43.645,76.571,12.89,0.24102
38.41,44.292,80.597,12.91,0.25894
38.516,44.829,94.318,12.93,0.26759
38.61,44.06,101.743,12.95,0.30552
38.087,44.166,93.061,12.97,0.29215
36.988,45.095,90.349,12.99,0.27994
36.745,45.77,79.891,13.01,0.23048
35.633,46.837,87.712,13.03,0.25848
34.915,46.41,81.766,13.05,0.26186
33.696,46.16,76.401,13.07,0.24325
33.144,46.824,82.856,13.09,0.26246
32.423,47.441,94.012,13.11,0.24419
32.25,46.883,99.901,13.13,0.24259
32.819,46.959,87.869,13.15,0.24468
32.921,45.974,97.443,13.17,0.22419
32.168,46.31,104.945,13.19,0.263
32.369,45.943,111.739,13.21,0.27339
31.985,47.037,111.483,13.23,0.27018
32.618,47.873,100.352,13.25,0.26234
32.451,47.627,83.206,13.27,0.22497
31.696,47.974,74.913,13.29,0.22792
31.422,48.346,87.593,13.31,0.24219
30.683,48.755,100.741,13.33,0.22652
