temperature,humidity,gas,time_hours,usage
39.324,41.038,310.609,2.33,0.4315
39.96,40.644,310.445,2.35,0.45357
39.086,40.065,320.052,2.37,0.42425
38.647,38.636,325.674,2.39,0.47713
39.726,39.598,327.253,2.41,0.45307
41.274,37.851,323.016,2.43,0.46726
40.264,36.673,316.014,2.45,0.44375
39.417,36.688,319.971,2.47,0.44455
38.964,38.202,315.067,2.49,0.47058
39.212,38.222,312.228,2.51,0.42953
38.209,38.484,322.404,2.53,0.44208
39.244,39.593,325.448,2.55,0.436
40.16,40.243,319.878,2.57,0.45286
40.537,41.836,317.666,2.59,0.47895
40.01,39.956,317.486,2.61,0.44132
41.487,39.72,319.657,2.63,0.4582
42.756,38.866,323.909,2.65,0.50012
43.908,37.517,319.026,2.67,0.4821
44.609,36.848,312.604,2.69,0.47805
43.643,36.166,312.15,2.71,0.45166
44.377,34.367,306.771,2.73,0.46069
44.499,35.828,315.943,2.75,0.47013
43.734,35.348,312.518,2.77,0.48301
45.218,34.769,306.292,2.79,0.44894
45.144,36.351,301.404,2.81,0.47155
46.384,36.398,305.692,2.83,0.49083
47.644,37.405,306.74,2.85,0.49632
48.6,38.514,300.503,2.87,0.47119
47.677,40.087,293.91,2.89,0.45327
48.961,38.943,286.698,2.91,0.49052
50.251,39.788,285.957,2.93,0.49833
49.507,37.742,285.449,2.95,0.46929
49.268,37.492,278.356,2.97,0.45545
48.154,37.014,279.181,2.99,0.49094
47.224,37.439,275.975,3.01,0.4425
47.903,38.275,275.876,3.03,0.44089
46.61,38.834,285.415,3.05,0.47516
45.553,39.275,291.244,3.07,0.47235
44.303,41.026,297.888,3.09,0.48034
44.908,40.45,307.292,3.11,0.44192
44.19,40.027,303.973,3.13,0.44439
43.81,38.996,299.896,3.15,0.46553
45.114,38.006,293.286,3.17,0.44503
44.076,37.422,300.968,3.19,0.48355
44.439,36.481,309.261,3.21,0.47502
43.786,35.473,306.262,3.23,0.45738
44.393,34.972,309.743,3.25,0.4438
44.492,35.823,318.629,3.27,0.48053
44.63,35.413,325.786,3.29,0.47491
45.964,33.815,325.714,3.31,0.51698
46.485,34.349,328.561,3.33,0.49971
47.74,33.414,333.66,3.35,0.50558
47.582,32.634,334.926,3.37,0.50054
47.623,33.84,338.77,3.39,0.52537
48.666,35.777,332.708,3.41,0.48921
48.29,36.203,325.361,3.43,0.50826
48.008,37.569,318.927,3.45,0.48398
48.875,35.845,323.01,3.47,0.52219
50.012,35.83,320.242,3.49,0.51745
51.389,36.906,316.694,3.51,0.5218
51.638,38.644,314.917,3.53,0.5132
52.868,36.874,312.839,3.55,0.51487
51.791,35.644,309.221,3.57,0.48564
52.13,33.88,300.895,3.59,0.51435
52.338,32.09,295.381,3.61,0.49343
52.2,32.921,289.809,3.63,0.47943
53.007,32.709,291.246,3.65,0.47722
53.082,33.533,296.039,3.67,0.53
54.394,35.271,301.438,3.69,0.50749
53.836,34.18,308.638,3.71,0.53581
54.169,33.785,314.141,3.73,0.53098
52.925,34.587,312.402,3.75,0.48979
52.704,35.111,315.51,3.77,0.52901
52.262,35.684,320.957,3.79,0.4962
52.611,34.121,329.017,3.81,0.54663
53.073,33.382,331.1,3.83,0.52213
52.181,33.97,325.59,3.85,0.52898
51.514,34.501,319.127,3.87,0.5356
51.079,33.77,313.944,3.89,0.49012
51.402,35.62,316.55,3.91,0.53542
50.439,34.173,321.205,3.93,0.50136
49.42,33.56,322.96,3.95,0.5347
50.141,33.377,316.702,3.97,0.50052
48.683,34.052,317.071,3.99,0.52338
48.405,33.166,310.029,4.01,0.51217
48.485,33.587,307.663,4.03,0.50765
47.332,33.06,309.217,4.05,0.50146
47.698,31.915,315.007,4.07,0.51505
48.013,33.806,310.963,4.09,0.49171
48.525,35.704,317.82,4.11,0.4803
48.676,37.07,321.804,4.13,0.49675
48.005,38.336,323.352,4.15,0.53007
47.552,36.988,329.352,4.17,0.48661
46.139,35.113,332.365,4.19,0.46951
46.261,34.455,322.831,4.21,0.5067
45.06,35.325,316.999,4.23,0.48465
45.717,36.539,315.391,4.25,0.49979
46.321,35.608,321.667,4.27,0.49537
46.295,35.7,321.782,4.29,0.51014
45.557,36.513,316.812,4.31,0.48854
46.668,38.029,319.669,4.33,0.51696
47.506,37.079,314.291,4.35,0.50857
46.427,37.358,305.186,4.37,0.50539
44.88,36.438,302.671,4.39,0.45035
44.858,37.345,292.274,4.41,0.4484
45.673,35.561,298.992,4.43,0.49513
44.153,34.312,302.226,4.45,0.46392
45.202,32.507,301.603,4.47,0.46366
46.018,31.516,294.206,4.49,0.47993
46.236,32.895,288.492,4.51,0.47235
47.017,33.843,294.196,4.53,0.45002
45.815,34.474,284.088,4.55,0.44236
46.086,35.139,288.688,4.57,0.4884
46.481,34.721,280.804,4.59,0.48386
45.953,32.968,274.608,4.61,0.43532
45.244,32.412,279.742,4.63,0.47218
45.848,34.009,275.55,4.65,0.44934
44.345,32.827,272.107,4.67,0.45404
43.605,32.662,268.727,4.69,0.44928
43.249,33.436,260.69,4.71,0.41929
43.801,32.291,267.328,4.73,0.42078
44.459,32.666,271.535,4.75,0.46752
43.587,33.029,269.7,4.77,0.42049
43.371,32.158,273.294,4.79,0.44903
43.405,34.105,264.119,4.81,0.42801
41.813,32.878,269.604,4.83,0.44379
42.529,32.237,273.92,4.85,0.41555
41.971,33.936,265.369,4.87,0.40818
41.71,35.457,267.615,4.89,0.43644
40.202,35.505,260.037,4.91,0.39884
38.901,33.684,250.188,4.93,0.3979
39.62,32.655,242.577,4.95,0.39459
39.546,30.828,234.021,4.97,0.3732
40.646,30.73,234.192,4.99,0.41941
40.39,31.995,234.449,5.01,0.39036
40.803,33.22,226.088,5.03,0.39183
39.286,31.404,232.435,5.05,0.37406
40.12,31.536,230.039,5.07,0.37929
41.095,32.281,235.626,5.09,0.41708
39.721,33.697,225.872,5.11,0.38812
39.597,32.981,216.586,5.13,0.36543
38.588,33.437,222.539,5.15,0.37985
39.208,32.631,217.042,5.17,0.35648
38.792,30.959,215.174,5.19,0.34177
37.587,32.96,215.574,5.21,0.3742
37.636,33.754,218.771,5.23,0.38844
36.046,33.927,214.426,5.25,0.3496
37.113,35.705,206.727,5.27,0.34295
38.057,37.222,207.577,5.29,0.33522
37.081,36.18,210.368,5.31,0.35762
36.949,36.746,205.504,5.33,0.37578
35.628,36.767,208.036,5.35,0.36457
34.951,37.593,200.566,5.37,0.30997
33.396,39.352,196.047,5.39,0.32683
32.708,38.828,198.106,5.41,0.29587
32.976,39.506,194.104,5.43,0.34442
32.193,38.079,189.479,5.45,0.299
33.165,38.456,178.599,5.47,0.28908
33.78,40.546,168.395,5.49,0.30661
34.402,39.677,173.778,5.51,0.34153
35.163,38.629,173.563,5.53,0.31045
34.674,38.24,178.739,5.55,0.3011
35.363,37.422,170.689,5.57,0.30749
34.447,35.638,175.595,5.59,0.33416
35.156,36.837,169.826,5.61,0.29612
35.073,38.625,175.608,5.63,0.29994
36.103,40.552,176.919,5.65,0.33419
35.15,39.834,170.9,5.67,0.34639
36.304,38.715,167.2,5.69,0.34728
35.91,40.034,167.567,5.71,0.30826
34.386,41.865,160.259,5.73,0.31862
33.164,41.103,164.976,5.75,0.28651
32.208,41.378,171.436,5.77,0.30893
32.22,39.586,172.299,5.79,0.29442
32.669,38.413,179.017,5.81,0.3291
31.444,36.89,172.674,5.83,0.30589
31.259,35.547,168.346,5.85,0.30367
32.137,36.553,167.344,5.87,0.28398
32.587,35.379,160.438,5.89,0.27909
31.911,35.771,160.224,5.91,0.29392
32.487,34.633,164.574,5.93,0.28008
31.46,35.087,153.984,5.95,0.29159
31.266,33.826,154.624,5.97,0.2568
30.361,34.091,147.39,5.99,0.24686
29.385,34.03,138.414,6.01,0.28545
29.6,33.186,131.605,6.03,0.28498
29.908,34.742,130.685,6.05,0.2743
28.767,35.92,129.711,6.07,0.27012
27.332,37.363,136.385,6.09,0.2685
26.161,39.131,140.921,6.11,0.26134
26.622,39.517,146.708,6.13,0.23362
26.89,38.008,149.89,6.15,0.28099
26.518,40.066,149.174,6.17,0.2277
26.685,39.207,142.897,6.19,0.25995
26.929,38.51,134.956,6.21,0.21845
26.535,36.922,132.096,6.23,0.25924
26.05,35.85,132.24,6.25,0.21664
26.554,37.651,130.455,6.27,0.2382
26.611,37.032,132.047,6.29,0.24262
25.933,37.59,129.165,6.31,0.22764
26.562,36.212,134.302,6.33,0.22443
27.189,37.715,132.278,6.35,0.22957
27.11,35.951,125.561,6.37,0.20987
27.436,36.469,121.81,6.39,0.26357
25.951,35.762,125.466,6.41,0.24299
26.039,37.812,124.007,6.43,0.25473
26.824,39.472,116.147,6.45,0.25802
26.184,38.614,117.051,6.47,0.25431
27.165,39.488,112.155,6.49,0.20254
27.33,39.051,107.786,6.51,0.20833
26.998,39.772,110.341,6.53,0.25263
26.028,39.993,100.829,6.55,0.23786
27.149,40.192,107.46,6.57,0.25369
27.602,40.62,98.289,6.59,0.21301
27.022,39.973,94.194,6.61,0.23065
26.887,38.342,98.254,6.63,0.21579
27.108,37.228,96.667,6.65,0.24566
27.299,38.678,87.646,6.67,0.18666
26.835,38.666,90.789,6.69,0.21553
27.141,38.509,95.633,6.71,0.18887
27.606,40.175,97.865,6.73,0.19207
27.92,38.768,91.644,6.75,0.21144
27.682,39.534,96.456,6.77,0.24169
27.92,38.599,96.839,6.79,0.24364
28.842,38.413,92.153,6.81,0.21528
29.591,37.684,95.53,6.83,0.24692
29.087,38.467,98.352,6.85,0.20522
28.334,40.085,92.58,6.87,0.23719
28.201,40.492,93.763,6.89,0.22242
27.283,40.441,94.927,6.91,0.19278
26.143,39.993,95.017,6.93,0.21788
26.013,39.603,88.243,6.95,0.18664
25.768,38.683,85.472,6.97,0.18283
25.395,36.938,88.602,6.99,0.22022
25.865,37.218,90.694,7.01,0.22053
27.255,36.253,90.455,7.03,0.23248
28.303,35.704,88.433,7.05,0.19678
29.01,36.143,81.293,7.07,0.24495
28.752,36.099,86.77,7.09,0.21078
29.721,37.959,78.704,7.11,0.20241
30.137,36.252,78.281,7.13,0.21744
28.885,34.716,71.374,7.15,0.20221
28.782,36.627,78.533,7.17,0.19891
28.008,34.708,73.798,7.19,0.1855
29.423,34.455,82.955,7.21,0.22293
29.102,33.455,89.968,7.23,0.2349
29.566,31.75,84.506,7.25,0.21033
30.941,31.801,78.45,7.27,0.21251
30.52,31.872,78.708,7.29,0.24841
31.16,33.265,71.397,7.31,0.24097
32.497,34.45,70.0,7.33,0.25234
33.854,33.95,70.0,7.35,0.20623
35.305,35.321,70.0,7.37,0.25375
34.433,33.284,70.0,7.39,0.20806
34.438,33.904,78.124,7.41,0.26924
33.162,33.742,80.108,7.43,0.20899
32.693,32.166,72.907,7.45,0.24123
31.828,30.806,76.987,7.47,0.20265
31.379,30.298,71.641,7.49,0.2213
32.189,31.95,80.499,7.51,0.22722
32.467,31.594,89.605,7.53,0.21108
31.601,30.243,90.272,7.55,0.21516
32.118,31.148,85.278,7.57,0.24982
33.444,31.781,94.138,7.59,0.27046
33.309,31.272,93.558,7.61,0.2398
34.556,29.833,93.763,7.63,0.23346
35.123,28.859,95.091,7.65,0.23815
35.631,30.232,95.323,7.67,0.25231
37.123,29.606,105.103,7.69,0.26664
38.503,30.763,97.439,7.71,0.30083
37.369,29.699,105.16,7.73,0.27832
38.016,28.679,97.869,7.75,0.29066
38.034,27.526,105.889,7.77,0.26826
39.376,26.101,114.65,7.79,0.31701
38.543,27.436,118.583,7.81,0.28193
39.307,26.398,117.884,7.83,0.28504
38.672,27.57,118.003,7.85,0.28151
38.983,29.294,114.643,7.87,0.27338
38.86,29.389,110.877,7.89,0.29831
39.743,29.164,120.514,7.91,0.32549
40.936,30.45,118.11,7.93,0.30604
42.305,29.526,122.675,7.95,0.30016
41.98,28.498,127.985,7.97,0.31748
41.086,29.918,138.266,7.99,0.31889
40.71,30.278,148.063,8.01,0.33326
42.275,28.203,146.605,8.03,0.33575
43.604,29.179,148.297,8.05,0.36933
43.287,29.491,150.781,8.07,0.35969
42.844,29.189,160.069,8.09,0.33335
43.817,30.102,158.075,8.11,0.32704
42.922,30.894,168.695,8.13,0.37305
44.129,30.452,172.404,8.15,0.34612
44.061,28.778,173.083,8.17,0.35189
43.514,27.986,181.161,8.19,0.3445
43.24,29.309,177.23,8.21,0.33934
43.729,29.332,186.186,8.23,0.39557
43.573,27.315,192.05,8.25,0.37604
43.837,27.965,199.734,8.27,0.38581
43.306,28.569,208.735,8.29,0.35871
43.479,28.749,218.262,8.31,0.37781
43.329,26.981,227.408,8.33,0.42321
44.46,27.787,227.125,8.35,0.41572
45.141,27.156,230.92,8.37,0.3996
45.407,27.428,229.795,8.39,0.40216
46.869,27.05,239.201,8.41,0.42936
48.037,28.018,248.064,8.43,0.44317
48.573,28.425,251.974,8.45,0.45559
50.049,29.388,256.51,8.47,0.44439
51.588,30.355,252.593,8.49,0.48317
52.458,30.142,253.594,8.51,0.49525
53.822,31.868,255.755,8.53,0.50847
53.093,33.358,253.833,8.55,0.45081
54.253,34.052,256.703,8.57,0.51117
53.421,33.295,251.49,8.59,0.49735
54.045,33.224,252.33,8.61,0.47651
53.145,32.95,245.599,8.63,0.48585
52.35,33.879,248.899,8.65,0.45355
52.147,34.989,243.513,8.67,0.47458
52.185,34.325,240.455,8.69,0.43616
53.523,35.895,246.596,8.71,0.45623
53.257,37.28,248.082,8.73,0.46244
54.039,38.358,254.087,8.75,0.49057
54.223,39.345,253.229,8.77,0.48331
54.641,38.306,252.302,8.79,0.45619
53.609,36.741,255.083,8.81,0.45995
52.926,35.165,258.579,8.83,0.452
52.673,36.211,261.806,8.85,0.45722
51.628,34.729,255.727,8.87,0.47599
52.028,34.002,264.753,8.89,0.47241
50.862,35.311,263.5,8.91,0.47263
51.623,37.081,261.516,8.93,0.45613
52.854,35.42,256.883,8.95,0.49993
52.375,33.93,250.85,8.97,0.47885
51.326,32.968,246.675,8.99,0.46346
51.027,34.742,242.105,9.01,0.46963
50.827,33.313,248.008,9.03,0.48758
52.222,31.636,241.761,9.05,0.45133
52.093,32.941,236.293,9.07,0.44804
50.974,33.779,235.866,9.09,0.42662
52.464,31.761,244.412,9.11,0.44723
53.603,31.7,246.839,9.13,0.47727
52.952,29.922,242.798,9.15,0.4572
54.035,31.435,239.637,9.17,0.44575
53.109,32.771,243.71,9.19,0.45933
53.789,31.798,244.275,9.21,0.47953
55.258,30.945,242.536,9.23,0.46856
55.282,29.887,252.048,9.25,0.49932
55.613,31.272,256.956,9.27,0.48186
56.499,32.993,265.534,9.29,0.49942
57.321,31.362,258.443,9.31,0.50331
57.781,31.509,265.315,9.33,0.51522
57.89,31.61,273.732,9.35,0.50113
58.0,32.089,279.883,9.37,0.51238
57.179,33.643,273.563,9.39,0.51741
56.839,34.733,282.467,9.41,0.53693
57.674,35.661,289.245,9.43,0.50238
57.049,34.819,291.794,9.45,0.51755
57.271,34.309,297.446,9.47,0.5521
58.0,33.771,297.148,9.49,0.5592
58.0,34.354,306.593,9.51,0.51267
57.783,35.255,299.707,9.53,0.51069
57.923,36.908,308.511,9.55,0.53278
57.179,34.822,316.798,9.57,0.51717
58.0,35.349,324.24,9.59,0.56853
57.512,36.994,333.663,9.61,0.54175
57.753,35.8,335.035,9.63,0.53303
58.0,35.34,330.271,9.65,0.53639
57.261,37.007,323.801,9.67,0.53782
58.0,35.991,318.699,9.69,0.57967
58.0,37.23,312.188,9.71,0.52125
57.377,36.733,307.24,9.73,0.53325
58.0,37.217,299.979,9.75,0.51136
58.0,38.008,294.15,9.77,0.52333
57.81,39.239,299.51,9.79,0.53664
56.584,38.666,304.413,9.81,0.54048
57.405,37.28,299.776,9.83,0.55273
57.48,38.584,299.949,9.85,0.5344
58.0,37.214,306.803,9.87,0.55945
56.702,37.468,315.843,9.89,0.55628
55.62,36.791,320.624,9.91,0.56343
56.867,38.093,316.962,9.93,0.54408
57.884,37.558,324.222,9.95,0.53045
58.0,38.699,319.74,9.97,0.52672
56.879,39.487,313.164,9.99,0.52993
57.306,38.052,305.145,10.01,0.55182
58.0,38.311,303.509,10.03,0.55492
58.0,38.672,311.333,10.05,0.51615
56.785,37.865,310.744,10.07,0.52164
56.361,37.585,318.777,10.09,0.5611
56.601,36.944,312.519,10.11,0.52216
57.678,35.224,314.819,10.13,0.51737
56.794,36.677,317.522,10.15,0.55743
56.906,34.896,320.941,10.17,0.55338
56.022,34.928,314.027,10.19,0.56446
55.542,35.546,308.672,10.21,0.50211
54.881,36.217,310.745,10.23,0.53902
56.13,37.07,302.766,10.25,0.51422
55.916,37.217,307.71,10.27,0.50195
56.463,38.082,315.674,10.29,0.53083
56.974,39.55,311.254,10.31,0.54271
56.833,38.941,311.337,10.33,0.54692
57.793,37.293,317.442,10.35,0.53325
58.0,39.031,325.709,10.37,0.52659
58.0,40.45,318.048,10.39,0.53145
58.0,41.952,322.786,10.41,0.52902
58.0,42.461,327.086,10.43,0.53599
58.0,41.823,333.191,10.45,0.58683
58.0,42.496,329.759,10.47,0.57893
56.716,43.008,328.593,10.49,0.57402
55.758,42.842,329.213,10.51,0.5404
56.063,42.517,321.95,10.53,0.52095
57.268,43.975,319.89,10.55,0.53843
57.487,45.32,324.899,10.57,0.55959
56.081,46.061,331.611,10.59,0.53699
56.282,44.496,333.605,10.61,0.55109
54.886,45.558,325.014,10.63,0.54358
54.9,47.189,323.03,10.65,0.51092
54.588,45.287,323.259,10.67,0.50678
53.227,43.769,319.266,10.69,0.52483
53.818,45.614,311.7,10.71,0.50378
53.735,47.325,310.515,10.73,0.52943
52.391,47.128,317.77,10.75,0.49581
53.646,46.457,324.246,10.77,0.55396
52.204,47.287,327.921,10.79,0.50745
51.318,47.249,332.17,10.81,0.49971
50.101,49.155,340.209,10.83,0.54374
49.486,49.775,348.366,10.85,0.52519
49.18,49.991,343.295,10.87,0.52467
48.313,51.157,336.584,10.89,0.49497
47.673,50.383,333.195,10.91,0.53161
47.055,49.335,331.503,10.93,0.48373
47.983,50.858,322.428,10.95,0.47331
47.393,50.053,327.642,10.97,0.47379
46.616,48.957,319.141,10.99,0.47014
45.558,49.306,320.314,11.01,0.46296
46.551,48.91,312.074,11.03,0.46812
46.335,48.376,311.544,11.05,0.48497
45.543,47.309,310.007,11.07,0.47452
44.524,46.119,314.499,11.09,0.47137
44.086,48.201,318.757,11.11,0.48354
43.022,49.095,310.711,11.13,0.47892
43.666,47.783,313.133,11.15,0.45002
43.515,49.674,307.668,11.17,0.43627
44.289,49.989,301.153,11.19,0.43845
45.156,49.076,307.504,11.21,0.44692
45.058,47.715,300.82,11.23,0.48786
43.921,48.179,292.64,11.25,0.43527
43.921,46.945,286.654,11.27,0.47965
44.275,46.219,286.104,11.29,0.43471
42.833,46.777,278.69,11.31,0.41435
41.333,46.486,280.042,11.33,0.43707
41.518,44.871,279.185,11.35,0.43187
40.936,43.221,271.404,11.37,0.42096
39.8,41.533,263.75,11.39,0.42245
40.324,43.123,264.576,11.41,0.38621
39.832,43.936,270.124,11.43,0.40546
39.628,43.613,268.518,11.45,0.39798
39.78,43.6,267.959,11.47,0.42843
40.661,43.217,266.433,11.49,0.41096
41.624,41.492,257.031,11.51,0.41685
42.538,42.83,252.472,11.53,0.42833
41.668,41.814,250.869,11.55,0.40758
40.737,41.197,252.905,11.57,0.38229
39.174,42.731,249.915,11.59,0.38869
39.709,41.488,240.923,11.61,0.42103
39.55,42.573,244.688,11.63,0.40346
39.665,43.737,239.666,11.65,0.39567
40.587,44.319,244.705,11.67,0.39405
39.821,43.015,251.585,11.69,0.39638
40.22,42.237,257.135,11.71,0.39585
38.9,43.447,263.329,11.73,0.40451
38.035,45.106,264.732,11.75,0.39071
38.345,44.885,254.227,11.77,0.37437
39.434,44.036,246.116,11.79,0.37794
40.396,42.553,246.979,11.81,0.40028
38.951,41.726,247.797,11.83,0.39783
38.627,41.53,248.354,11.85,0.40504
37.437,43.294,244.961,11.87,0.41234
38.529,42.825,243.33,11.89,0.37334
38.202,41.083,239.33,11.91,0.35787
38.458,43.104,240.358,11.93,0.37014
36.85,43.102,240.286,11.95,0.36278
35.986,45.216,230.79,11.97,0.34066
36.52,44.818,227.626,11.99,0.34684
36.343,45.954,233.714,12.01,0.34925
36.136,45.443,236.171,12.03,0.36534
35.675,44.942,241.768,12.05,0.37048
35.826,44.302,237.944,12.07,0.35349
35.597,45.906,244.846,12.09,0.35009
36.087,45.07,234.807,12.11,0.39462
35.026,45.84,231.416,12.13,0.34574
33.419,44.085,234.108,12.15,0.32535
33.971,45.517,230.982,12.17,0.36953
34.606,46.695,222.01,12.19,0.33549
34.257,46.608,212.349,12.21,0.35386
33.559,45.598,207.532,12.23,0.31165
34.676,46.657,211.126,12.25,0.36433
34.576,45.901,210.269,12.27,0.35933
33.731,47.664,213.93,12.29,0.3369
32.855,48.987,207.43,12.31,0.3367
32.83,48.751,211.948,12.33,0.3529
32.681,46.987,215.728,12.35,0.34354
32.975,45.869,221.674,12.37,0.32006
31.994,45.497,223.307,12.39,0.31216
32.063,46.586,217.876,12.41,0.33013
31.756,48.361,218.217,12.43,0.34809
31.484,50.413,209.875,12.45,0.35036
32.571,50.272,215.56,12.47,0.30844
31.209,49.956,208.655,12.49,0.3162
32.119,51.696,199.985,12.51,0.34074
30.534,50.595,200.215,12.53,0.32524
29.965,51.99,203.757,12.55,0.31549
28.925,53.369,195.401,12.57,0.31809
29.984,53.572,192.399,12.59,0.31402
29.836,52.545,184.573,12.61,0.31595
30.424,51.701,177.853,12.63,0.30341
31.167,49.978,180.576,12.65,0.28243
29.646,50.574,177.196,12.67,0.30155
29.775,49.008,182.287,12.69,0.28675
28.501,47.71,182.171,12.71,0.29353
29.025,47.191,173.577,12.73,0.2937
28.902,46.651,177.326,12.75,0.29687
27.504,48.129,176.314,12.77,0.26755
27.257,47.969,166.18,12.79,0.28606
28.441,46.129,168.034,12.81,0.2952
27.71,46.444,161.369,12.83,0.24198
27.993,46.133,161.476,12.85,0.25141
29.204,44.703,154.802,12.87,0.29789
29.632,45.06,157.448,12.89,0.25593
30.77,44.028,147.604,12.91,0.26784
30.479,42.213,144.418,12.93,0.26377
30.996,40.644,147.12,12.95,0.28302
30.027,42.257,143.423,12.97,0.26938
28.827,41.04,141.573,12.99,0.2619
29.66,43.053,147.476,13.01,0.26456
30.677,42.077,149.0,13.03,0.25244
29.525,40.501,148.859,13.05,0.29467
28.088,40.528,138.562,13.07,0.23677
29.0,40.326,130.859,13.09,0.23695
28.63,38.992,126.804,13.11,0.2535
29.354,38.379,127.689,13.13,0.24028
27.949,39.909,127.027,13.15,0.24035
27.317,40.748,127.856,13.17,0.2482
27.265,41.571,123.504,13.19,0.21099
27.044,43.584,117.413,13.21,0.25498
26.72,41.848,124.243,13.23,0.21027
25.297,43.453,128.701,13.25,0.22404
24.553,42.709,131.761,13.27,0.20182
24.436,44.596,122.212,13.29,0.21823
23.125,45.91,118.626,13.31,0.23866
23.902,47.861,123.685,13.33,0.23771
